Instrument,sample_id,reference_session,p_up,beta,primary_group,active_membership,model_row_available,price_gate_pass,price_history_gate_pass,quote_history_gate_pass,liquidity_gate_pass,spread_gate_pass,risk_gate_pass,model_gate_pass,execution_close_pass,execution_quote_pass,source_entry_trade_eligible,pretrade_eligible,pretrade_reason_codes,execution_reason_codes,rank,formation_session
IBM.N,e367be339ecf38e3c160efeb,2022-06-02,0.63653776476493,0.4557427439642678,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-06-03
NOW.N,c44f62089e76a911594bcf9d,2022-06-02,0.3984084577246648,1.8805983370111168,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2022-06-03
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-06-03
SNPS.OQ,5fdff126bfa1308882028e13,2022-06-02,0.4230710249020896,1.6300136566894254,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-06-03
CDNS.OQ,b0719aeb25c3bfa8dc94976f,2022-06-02,0.4398893555452445,1.5836284695446785,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2022-06-03
EQIX.OQ,5abebc375204b830f197910b,2022-06-02,0.5476850091118941,0.8933902208010672,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-06-03
DLR.N,739ce729b4fae4de34d19d72,2022-06-02,0.63517311514281,0.6946221632722938,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-06-03
AMT.N,4f3f848e68d99c292b27f988,2022-06-02,0.5648596974798703,0.6615670002993146,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-06-03
IRM.N,dd0f2dbfab16e21b577459c4,2022-06-02,0.61512827655634,0.8147639177182645,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-06-03
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-06-03
ETN.N,3c63f772521032dc83000f68,2022-06-02,0.5754067399219044,0.8613966267913344,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-06-03
TT.N,e909ba1ce3c6da674cd931d8,2022-06-02,0.5405782221967189,0.9107630790958908,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-06-03
JCI.N,023656a4208bb420f173f43a,2022-06-02,0.5339644988923201,0.8580537834542173,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-06-03
CARR.N,3de258a83c4dc93e4202780e,2022-06-02,0.5503113517312443,1.012233188353311,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2022-06-03
TSLA.OQ,3442f6e16162546c89b6f933,2022-06-02,0.41894263743289806,2.075259537597951,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2022-06-03
TER.OQ,07541a1035f537261ab9c5d3,2022-06-02,0.5067307360482499,1.752027304330061,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-06-03
ROK.N,7d1e09b822f86f63dbc6bb5d,2022-06-02,0.460784231677972,0.9542451148091236,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-06-03
HON.OQ,54e8de03a94fbf457ec943c5,2022-06-02,0.6053230455725266,0.7765636725308126,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-06-03
ISRG.OQ,9c67646f297e150a00ce7e70,2022-06-02,0.4723655607638609,1.5499390533910438,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2022-06-03
ZBRA.OQ,d73d0ebbe00bbade0ed8336a,2022-06-02,0.43865086853637153,1.4538344569657504,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2022-06-03
TRMB.OQ,cc86601297a8f5dccc452631,2022-06-02,0.48992126957879534,1.464340621203838,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2022-06-03
APTV.N,4541c3aa2d526e358620c92e,2022-06-02,0.4099025653836523,1.5534423127789636,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2022-06-03
NVDA.OQ,3f3206895ff78472c6adaa7e,2022-07-05,0.7160560496507768,2.308456290704943,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2022-07-06
AMD.OQ,6976341e6bbed7cc1880b356,2022-07-05,0.741802572975746,2.1590430121183406,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-07-06
AVGO.OQ,13bfacd1a0a386af7b59b343,2022-07-05,0.7512748877494047,1.2790130018493109,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-07-06
INTC.OQ,a5bfa30426affc4e44f3f8e0,2022-07-05,0.7451530450252424,1.0760825582298832,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-07-06
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-07-06
QCOM.OQ,5cb45d7ac98288d90b2f9679,2022-07-05,0.687984329889684,1.568247567911618,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2022-07-06
TXN.OQ,bbe77831cfde23885e400e00,2022-07-05,0.7437544406799146,0.9797148563517444,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2022-07-06
ADI.OQ,4da8cce31d9b5288aa68c05a,2022-07-05,0.749295488226759,1.269786896010109,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2022-07-06
NXPI.OQ,eb0d4ef22927230ddaee9e6f,2022-07-05,0.7645706143726886,1.4400414334182643,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-07-06
ON.OQ,6844e1d72222fb87d017d145,2022-07-05,0.7835615807329176,1.9122809716559868,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-07-06
MPWR.OQ,d1b358ceb88b1d11bca85bb6,2022-07-05,0.6818947187562154,2.1659957283233275,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2022-07-06
MU.OQ,5b48e619d2f383dc7ed9411a,2022-07-05,0.6344421686281438,1.5788002956970455,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-07-06
WDC.OQ,a54e9738753da551c03afb21,2022-07-05,0.7542878990756154,1.2394879088159685,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-07-06
STX.OQ,03cd4570c7805ac1a00ac917,2022-07-05,0.6642362191875569,1.1014302608491224,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2022-07-06
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-07-06
NTAP.OQ,b3db99d333ffcc0d05631e0d,2022-07-05,0.6868415611644408,0.9708117586242831,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2022-07-06
HPE.N,1f40657cceb1fae5c6da9b85,2022-07-05,0.7738675789881799,0.9011474477698388,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-07-06
DELL.N,550d1243b05142658f9a49a7,2022-07-05,0.7587113181792998,1.000422051896261,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2022-07-06
ANET.N,b6794ea39522c521f26b99b3,2022-07-05,0.6349805989604144,1.4957533361361697,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2022-07-06
CSCO.OQ,813354c83e0f3ee054c98fcd,2022-07-05,0.7372218007172214,0.7904015731621922,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2022-07-06
JNPR.N^G25,6a3e8f6cc90a80829576ee86,2022-07-05,0.7283649744563332,0.9907350011908114,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2022-07-06
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-07-06
MSFT.OQ,d7328cf0abc4cc0398d4ec50,2022-07-05,0.6831383557003,1.2222205806176565,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-07-06
AMZN.OQ,92ab769fb1dfcaebf3ac9a29,2022-07-05,0.6054978796192422,1.685314277509142,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2022-07-06
GOOG.OQ,9ef72648177d85a959dc7ea2,2022-07-05,0.6228792351637558,1.2814239584649765,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2022-07-06
META.OQ,1e56cd230d8d51ac675b8f63,2022-07-05,0.5931461027665239,1.857499851742332,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,44.0,2022-07-06
ORCL.N,cf5c7f9ceec2e4d484d68588,2022-07-05,0.6385488716262819,0.9557573446070644,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2022-07-06
IBM.N,8e92f4fbeeb88b8b55719a13,2022-07-05,0.7882039295410134,0.4804587577779711,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2022-07-06
NOW.N,395bfb0b5d535c389a24e0cd,2022-07-05,0.626411785081184,1.827039027638249,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2022-07-06
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-07-06
SNPS.OQ,fa8a824719a4646d646cb07f,2022-07-05,0.6965641813613367,1.499193096676528,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-07-06
CDNS.OQ,5cfbe57e009ce4c7db382615,2022-07-05,0.6729512251599368,1.510213519456097,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-07-06
EQIX.OQ,988997257e0475eb81a0f922,2022-07-05,0.6751210419953343,0.9633437156930924,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-07-06
DLR.N,fc2c022882d1801b09267eae,2022-07-05,0.7496658627626079,0.716604000207425,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-07-06
AMT.N,d0b9d9095e35fea1cd0975b9,2022-07-05,0.713714990610176,0.7220447167269681,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-07-06
IRM.N,9fda2ad0b0137b007ce3f595,2022-07-05,0.720183792398923,0.862400397044736,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-07-06
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-07-06
ETN.N,d3fcb5a0e0ab0c8a76f7b42a,2022-07-05,0.7354728044546196,0.8528519267351643,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2022-07-06
TT.N,199a4915738dc20727761f1d,2022-07-05,0.6817264816935144,0.9045418496419936,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2022-07-06
JCI.N,3b2db7a95bc8cdbab7505038,2022-07-05,0.702903974111046,0.8653355688373217,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-07-06
CARR.N,719fdcb7ed649e5012a623d6,2022-07-05,0.6942367926675874,1.0145176189188343,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-07-06
TSLA.OQ,ad6bf20537a5b24e0bfb3aa3,2022-07-05,0.6265289981043294,2.041104856800395,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2022-07-06
TER.OQ,0ed2aea5d8a462903143c929,2022-07-05,0.7520852011524204,1.69376911142057,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-07-06
ROK.N,0cf770ba4545850300657b29,2022-07-05,0.646531980110766,0.8888926623041571,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2022-07-06
HON.OQ,8a9f7d2618292e848a7b9d69,2022-07-05,0.7590160793248455,0.7386897134054198,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-07-06
ISRG.OQ,0bd2e14de12dd7a3a897ceff,2022-07-05,0.6259274068627926,1.4555084870194153,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2022-07-06
ZBRA.OQ,1571e9dbbe73db4e30b1106c,2022-07-05,0.6331800488944185,1.3960790831414929,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2022-07-06
TRMB.OQ,f1bcb9b373a730f67dae2dd4,2022-07-05,0.6831183487059047,1.4054255520018388,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-07-06
APTV.N,29e6d2b17c070919c1e583ae,2022-07-05,0.7256938837383605,1.588112053779234,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-07-06
NVDA.OQ,c1c1e75d127bd10b7d9d09de,2022-08-03,0.30707753109347535,2.2549041219134254,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2022-08-04
AMD.OQ,f4ec43b0151191dfd20a98ce,2022-08-03,0.30601895522761013,2.078165970517929,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-08-04
AVGO.OQ,4a83c311934378553d59edef,2022-08-03,0.3123697482556062,1.232172886772358,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-08-04
INTC.OQ,6e2278fe6ec9cfc392339fc5,2022-08-03,0.42631675847288647,1.07554544635358,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2022-08-04
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-08-04
QCOM.OQ,5cc3730717a1c35fc903e3d3,2022-08-03,0.3780028749630118,1.487711473809093,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-08-04
TXN.OQ,ddec013dc937e3e27e804b29,2022-08-03,0.27082215761379486,1.0374390145454977,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2022-08-04
ADI.OQ,52eea34fb7adb4f21df639bb,2022-08-03,0.30291025849316644,1.271531727939112,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-08-04
NXPI.OQ,46aa4ef872650cdd976b3cc8,2022-08-03,0.27938539881271895,1.404415570307396,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-08-04
ON.OQ,398c9e66db32dc82c144211a,2022-08-03,0.20846996595337156,1.9394366614664005,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2022-08-04
MPWR.OQ,4235a543f8bf5ba79ff74ed0,2022-08-03,0.14981555525213835,2.1044377920900112,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,44.0,2022-08-04
MU.OQ,40eea339555dac4feb97e59e,2022-08-03,0.301652199272583,1.5493035398248882,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-08-04
WDC.OQ,f78bc0bb734c6ae7a1f63480,2022-08-03,0.296904257706227,1.2975150079354272,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2022-08-04
STX.OQ,d72b1f3b85b27a62d7300eb1,2022-08-03,0.3049521741346276,1.1381715181520151,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-08-04
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-08-04
NTAP.OQ,0f0dcf90b1e8de1b795f610c,2022-08-03,0.32122119928595105,0.9546283240267048,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2022-08-04
HPE.N,83d6e806c4c7ca945de269c8,2022-08-03,0.33214729647035446,0.924022593039724,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2022-08-04
DELL.N,e7ffa6db02e1664e1507a75d,2022-08-03,0.3432122695402964,1.0081926240900765,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-08-04
ANET.N,123ca12571aa1b30a078861f,2022-08-03,0.23426509914525417,1.5391942118348505,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2022-08-04
CSCO.OQ,4a0a8e14e5fe1ebc3fe496f5,2022-08-03,0.33548578902418397,0.8040987763966067,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-08-04
JNPR.N^G25,081cd4590e2ccbbef813ab97,2022-08-03,0.32900878341136885,0.9348115419209636,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-08-04
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-08-04
MSFT.OQ,0dbf6c1a86a9ef588f77126d,2022-08-03,0.30097038738945303,1.2569631023539505,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2022-08-04
AMZN.OQ,18a3a599f618776b4ac2e3b5,2022-08-03,0.23034835748321905,1.7252733546039698,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2022-08-04
GOOG.OQ,b31aee1f2c1c7b900150b19a,2022-08-03,0.3223437016871044,1.3326970236408828,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2022-08-04
META.OQ,53522c8aa5a259b44a30c73f,2022-08-03,0.2902387630737699,1.8741412758816087,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2022-08-04
ORCL.N,dea4c322823bb7410bfbe7cd,2022-08-03,0.353484340873677,0.9742581559978356,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2022-08-04
IBM.N,33809fe9d1e1acde8b58bfc0,2022-08-03,0.3706540982941608,0.4419334989284723,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-08-04
NOW.N,69f79417823e3c706dbfb53c,2022-08-03,0.26037055659355807,1.796661442646883,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-08-04
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-08-04
SNPS.OQ,e9d2bbbeac29803c16954c14,2022-08-03,0.34817142075096563,1.4535491312425062,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-08-04
CDNS.OQ,f5ef2672373b3545d86fa1ef,2022-08-03,0.38105482965755505,1.4370990559568004,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-08-04
EQIX.OQ,de9a3ed8462af3afab15138a,2022-08-03,0.24850496048507442,0.9653574241559728,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2022-08-04
DLR.N,930837db3cdac13545160d18,2022-08-03,0.3412767889455887,0.7132091771010395,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2022-08-04
AMT.N,53a4324b8afc42f28163c40d,2022-08-03,0.32109610718787507,0.6669403595472376,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-08-04
IRM.N,83341f76c3fc835518651929,2022-08-03,0.3561086331741824,0.8150717537809735,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-08-04
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-08-04
ETN.N,6950a534b3fa2fd039e0ae37,2022-08-03,0.29130343148992094,0.9035355078894576,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2022-08-04
TT.N,aecd49a8f7afb4a9e8a63caa,2022-08-03,0.27263187141857764,0.9698985134589372,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2022-08-04
JCI.N,bf7bcf7b4c55ba21e8fb7095,2022-08-03,0.34880243037794384,0.9041435056983232,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-08-04
CARR.N,380909bd33925c3bfcb4309f,2022-08-03,0.35247210354542297,1.037620776728976,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-08-04
TSLA.OQ,e3749f162d3c5bf71bbede30,2022-08-03,0.22181769293389297,1.9689780901744367,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2022-08-04
TER.OQ,8fbcf8bdd96242403a143c81,2022-08-03,0.2671824642038465,1.6166735656041729,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2022-08-04
ROK.N,e47ea165d5d2df8d8b86fc8f,2022-08-03,0.29567314078016615,1.031627487648318,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-08-04
HON.OQ,0322c7b7b00803a263466f69,2022-08-03,0.32540836675907864,0.7801062400599541,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2022-08-04
ISRG.OQ,4556482d483a215a4488869b,2022-08-03,0.2764535675585139,1.408682958723802,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2022-08-04
ZBRA.OQ,c3b23c943e6036e68a8f5946,2022-08-03,0.28773752553224724,1.428336785015418,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-08-04
TRMB.OQ,ea5a6291260c661e168328d4,2022-08-03,0.29282196649312714,1.39204346003959,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-08-04
APTV.N,6d2cd66272a6a504b1675471,2022-08-03,0.24250444806049912,1.6867986600451574,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2022-08-04
NVDA.OQ,6ca423445165b225483164b7,2022-09-01,0.8132875335926754,2.235900205002292,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2022-09-02
AMD.OQ,d405398bd8d07ecf5e9ea0fe,2022-09-01,0.6946665323913391,1.9847832134138963,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-09-02
AVGO.OQ,198b2d41003fa976d77603f9,2022-09-01,0.6517865211694875,1.2404928291679276,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-09-02
INTC.OQ,e17e304b2e0a48944b3b9ec5,2022-09-01,0.5936192897995107,1.0848826128959173,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-09-02
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-09-02
QCOM.OQ,fbe19504d4c6520e840b221d,2022-09-01,0.6500508669354244,1.417991287754678,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-09-02
TXN.OQ,9fd97d4c4834f3724c699ac0,2022-09-01,0.570791141164859,1.0308743728298186,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-09-02
ADI.OQ,a3495d0f3b3c03534c2274ad,2022-09-01,0.6093748790367058,1.2328245942823637,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-09-02
NXPI.OQ,da9de887e7de26abee8f9580,2022-09-01,0.5506893907498608,1.3515315014061469,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-09-02
ON.OQ,85a5cf67ce12e4c9fad957f3,2022-09-01,0.5974450388959959,1.8959983418684812,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-09-02
MPWR.OQ,ac0f370ead59ed77171bba97,2022-09-01,0.7272625122724815,2.085971181894384,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-09-02
MU.OQ,6c53eb2193cbb372b8600211,2022-09-01,0.5352904152339719,1.578743014310173,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-09-02
WDC.OQ,db484b3a14ad0efce9033637,2022-09-01,0.5902610590430102,1.343363824353402,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-09-02
STX.OQ,49ca04692ad290c7f0572698,2022-09-01,0.6247872217770701,1.2269430383297777,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-09-02
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-09-02
NTAP.OQ,c89355b0705987e54cd4665f,2022-09-01,0.5505443725156484,1.0250778936428324,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-09-02
HPE.N,62580c7f97159051364617c5,2022-09-01,0.6317911680572864,0.9783375834265146,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-09-02
DELL.N,7c14bd38925ec14070b59255,2022-09-01,0.6536513471353819,1.2282087925382017,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-09-02
ANET.N,c5ca2a89b022ee26561da50c,2022-09-01,0.6652397177261351,1.4575288309829346,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-09-02
